video_id,stance_label,effect_label,knee_start,knee_min,knee_target,ankle_drag,ankle_min_dist,hip_tilt,jump,lateral_offset,arm_extension,non_dominant_arm_angle,hip_drive,shoulder_rotation,trunk_arch
kick_platform_273_platform_kick_landmarks,1,1,178.53,122.16,137.63,2.1785,2.8375,0.5839,6.7085,1.0392,167.4091,174.53707250433106,2.4682,-22.3719,1.7531
kick_platform_301_platform_kick_landmarks,1,1,179.94,129.87,178.97,18.8648,0.3526,0.9756,10.7808,1.3787,163.2287,178.37457388574188,3.5177,-25.9533,0.8971
kick_platform_314_platform_kick _landmarks,1,1,179.99,130.48,153.89,5.3823,1.2331,0.8163,7.3028,0.5461,169.4736,179.49268841828567,3.8602,-20.1637,2.4427
kick_platform_321_platform_kick_landmarks,1,1,179.98,128.76,134.41,2.7914,2.4082,0.3849,7.6891,0.6205,163.7454,177.0617643188054,3.3272,-30.9315,2.1208
kick_platform_350_platform_kick_landmarks,1,1,179.98,129.9,159.14,15.5142,0.2841,0.4888,9.9451,0.8214,160.1928,175.3662712535317,3.7022,-27.6873,2.26
kick_platform_357_platform_kick_landmarks,1,1,158.17,132.83,176.53,32.4642,0.556,0.2147,8.5369,1.8671,165.0355,176.7129364296605,3.285,-25.79,1.103
kick_platform_37_landmarks,1,1,179.99,123.6,156.01,25.1387,1.0432,0.5643,9.114,0.0667,169.067,179.29545569632498,6.3734,-20.5117,4.6532
kick_platform_404_platform_kick_landmarks,1,1,179.94,132.89,135.14,6.243,0.2095,0.8747,10.6381,1.0667,177.945,175.7795741068065,3.8733,-23.4136,3.8029
kick_platform_405_platform_kick_landmarks,1,1,179.2,129.8,177.33,20.6204,1.3847,0.8092,7.9167,0.8332,170.5135,179.35792226582322,4.9814,-27.2282,2.6599
kick_platform_411_platform_kick_landmarks,1,1,179.96,129.3,170.97,11.9911,0.4786,0.808,11.1296,1.0209,170.5144,178.9169848714425,4.8947,-29.2853,1.4796
kick_platform_416_platform_kick_landmarks,1,1,179.21,128.73,137.24,4.7183,2.3391,0.3927,7.359,0.483,166.0163,173.9882807591558,4.2025,-23.3311,2.2177
kick_platform_418_platform_kick_landmarks,1,1,173.02,129.79,161.07,7.9497,1.0009,0.5475,5.8129,0.8964,170.4646,179.7455341039499,3.159,-29.3758,2.6411
kick_platform_419_platform_kick_landmarks,1,1,174.23,136.33,168.71,8.5039,1.1341,0.9706,12.8202,0.6597,173.2943,178.83616377376296,5.4376,-24.4252,4.9605
kick_platform_422_platform_kick_landmarks,1,1,169.79,126.95,144.92,1.5229,2.9736,0.3797,6.8235,3.1532,164.1341,172.87140445048388,1.6204,-22.0844,1.9515
kick_platform_430_platform_kick_landmarks,1,1,178.0,130.46,177.91,28.3995,1.5467,0.9206,9.2945,1.4977,170.4679,178.6146315571496,5.1327,-31.2841,2.197
kick_platform_438_platform_kick_landmarks,1,1,179.97,127.26,137.32,7.5482,9.7707,0.8466,10.0,0.7773,170.5805,172.1612229867416,2.6503,-31.4823,3.0018
kick_platform_442_platform_kick_landmarks,1,1,179.64,132.51,153.95,5.2647,1.2625,0.5928,6.7263,1.2942,176.6548,176.28904298430146,4.4109,-27.93,3.1759
kick_platform_448_platform_kick_landmarks,1,1,180.0,133.81,151.81,5.143,0.8361,0.9431,5.3242,0.6252,173.0852,177.2137668880051,1.8661,-44.2948,2.185
kick_platform_44_landmarks,1,1,179.99,129.66,172.99,10.082,0.0937,0.8102,5.6437,0.9038,170.197,172.67907825851142,2.4512,-28.2194,0.1643
kick_platform_464_platform_kick_landmarks,1,1,178.9,131.59,178.78,14.3891,1.8413,0.7835,7.8612,1.3523,175.2325,179.12330383594872,4.754,-40.2143,2.921
kick_platform_469_platform_kick_landmarks,1,1,179.96,132.7,136.59,4.6742,3.7817,0.6562,14.3827,1.2011,173.6401,177.07707085781277,6.4447,-28.1796,6.5833
kick_platform_473_platform_kick_landmarks,1,1,174.8,126.79,139.23,4.1334,7.3308,0.3432,8.3635,0.7535,170.9618,170.3099058182013,1.8181,-32.6544,2.2429
kick_platform_481_platform_kick_landmarks,1,1,178.52,127.71,154.03,2.1666,2.3215,0.0062,6.5867,2.3272,169.2685,173.61503267846038,1.6158,-23.9505,1.7067
kick_platform_498_platform_kick_landmarks,1,1,163.75,126.14,130.26,0.762,2.832,0.5196,5.8084,1.5613,164.5122,172.38467085291404,1.8895,-24.0736,1.6559
kick_platform_523_platform_kick_landmarks,1,1,179.74,136.64,155.38,13.7045,2.2818,0.8541,5.9924,0.8229,174.0124,179.4895705243815,2.5779,-32.8699,2.519
kick_platform_60_landmarks,1,1,175.76,112.21,134.26,15.0841,0.1492,0.9708,20.7486,-0.2216,173.8191,176.91636696545382,8.1155,-44.7699,4.6476
kick_platform_78_landmarks,1,1,169.14,138.16,146.46,1.7448,2.9084,0.6257,12.3406,0.4592,170.0828,168.53344891958497,3.6012,-33.9587,5.1661
kick_platform_88_landmarks,1,1,179.61,137.68,144.51,10.8661,0.1997,0.5756,4.4338,-3.1403,144.5222,167.23025355729993,3.0852,-19.6082,3.0309
slice_pinpoint_101_landmarks,0,2,179.92,142.1,178.76,9.942,0.2366,0.5478,6.0036,0.4466,166.4348,171.73936818668227,4.4549,-3.9978,0.3119
slice_pinpoint_10_landmarks,0,2,179.98,145.71,154.59,34.9788,0.5199,0.3354,26.3952,1.2648,168.8047,167.09149410991674,15.7693,-45.6591,5.0725
slice_pinpoint_118_landmarks,0,2,179.97,137.85,144.79,10.9943,0.3926,0.8864,3.3384,0.0584,166.7409,172.33012957436574,1.7395,5.5978,1.0322
slice_pinpoint_119_landmarks,0,2,155.44,132.88,151.92,11.1796,0.1528,1.0,12.5585,0.2116,172.4524,173.60285498196032,1.0609,-8.184,2.7095
slice_pinpoint_134_landmarks,0,2,175.74,128.4,162.46,12.539,0.1515,0.7034,4.9215,-0.042,170.8401,175.59779607695293,2.242,0.5753,1.1582
slice_pinpoint_158_landmarks,0,2,175.3,135.74,152.37,12.5297,0.6276,0.9787,4.1748,0.8023,166.5763,171.33966164592306,2.9955,23.9898,1.7149
slice_pinpoint_159_landmarks,0,2,164.71,136.39,150.85,20.0082,1.1752,0.999,5.4488,0.7472,164.812,169.37116567785998,3.7622,42.0068,2.5838
slice_pinpoint_205_pinpoint_slice_landmarks,0,2,179.66,130.18,156.1,77.0884,0.2132,0.9881,4.3019,0.1753,178.5469,171.57280260699577,3.5854,-41.9894,0.4836
slice_pinpoint_210_pinpoint_slice_landmarks,0,2,171.94,117.33,168.61,8.8791,0.0635,0.3713,8.0968,0.6168,173.3131,176.7746322012153,3.9079,9.144,1.2481
slice_pinpoint_215_pinpoint_slice_landmarks,0,2,149.16,133.81,146.45,77.5604,0.7577,0.7446,3.5498,0.2168,176.0032,171.62795765193022,1.2866,-29.9365,0.2189
slice_pinpoint_216_pinpoint_slice_landmarks,0,2,179.99,130.22,133.42,12.054,0.0408,0.8248,9.0612,0.2572,164.261,168.3311242852874,3.8059,-34.2342,1.0496
slice_pinpoint_222_pinpoint_slice_landmarks,0,2,179.3,146.25,174.76,6.6249,0.1117,0.2456,9.3703,0.1888,169.6824,179.97718753912207,3.2433,-11.3766,1.2182
slice_pinpoint_225_pinpoint_slice_landmarks,0,2,177.98,139.69,168.93,8.6652,0.1374,0.1185,12.7783,-0.1412,176.4262,179.62882018156523,5.6391,-56.2036,3.1443
slice_pinpoint_228_pinpoint_slice_landmarks,0,2,179.98,146.95,163.39,5.5471,0.1488,0.0153,8.8903,0.2067,172.1181,179.9548846546013,3.9734,3.3067,1.2922
slice_pinpoint_232_pinpoint_slice_landmarks,0,2,179.89,135.0,149.74,28.4007,0.0321,0.2959,5.0295,0.487,168.5564,170.1113075985119,1.5888,-7.4283,0.5756
slice_pinpoint_242_pinpoint_slice_landmarks,0,2,180.0,134.9,140.09,11.9115,0.1448,0.9741,9.4709,-0.0157,170.4089,171.3884095187731,4.6811,-8.699,1.3949
slice_pinpoint_38_landmarks,0,2,170.82,146.84,159.35,16.6252,0.397,0.2267,27.2508,1.0834,172.4069,162.77143846167868,13.4869,-17.0313,3.9024
slice_pinpoint_58_landmarks,0,2,178.28,109.83,120.17,7.2297,0.3766,0.5988,20.639,0.6975,173.5382,179.7324004286108,8.4922,-53.9089,2.3267
slice_pinpoint_63_landmarks,0,2,179.98,128.36,151.59,11.1679,0.1748,0.5078,5.425,-0.1976,171.2892,178.66890098545198,4.7832,-20.8256,2.2961
slice_pinpoint_75_landmarks,0,2,175.88,125.19,169.95,22.0497,0.059,0.9649,10.9469,0.7878,175.1573,176.88917588199644,9.6533,-31.3249,2.8598
slice_pinpoint_84_landmarks,0,2,153.31,114.67,131.43,4.2283,0.9762,0.3002,7.0622,1.4663,166.3785,169.4352329648459,1.3277,-33.4904,0.1923
slice_pinpoint_92_landmarks,0,2,179.85,146.27,146.73,18.9698,0.4287,0.9112,11.7245,0.1701,167.0184,175.1204628682928,9.8198,33.4461,1.5422
slice_pinpoint_94_landmarks,0,2,171.01,147.6,155.17,3.9022,0.3342,0.3582,4.8102,-0.0325,173.2184,174.56679741372918,1.0754,27.7314,1.2322
slice_platform_105_landmarks,1,2,179.96,133.8,162.52,1.9274,2.0976,0.4104,3.6447,1.0594,167.1298,176.78167571911524,1.8462,-36.8096,1.6464
slice_platform_128_landmarks,1,2,179.93,138.58,153.32,6.479,2.4417,0.0783,11.6406,0.8261,168.0284,178.50608763943183,5.3755,-61.583,2.4005
slice_platform_129_landmarks,1,2,179.83,138.39,152.87,35.8029,10.3204,0.8381,9.1703,0.9985,172.2503,176.95408751165016,3.907,-65.2681,1.7582
slice_platform_130_landmarks,1,2,179.87,134.41,159.14,7.9403,0.2998,0.0797,13.7353,0.355,168.1815,179.8536483082231,8.7986,-38.3934,4.9789
slice_platform_131_landmarks,1,2,169.79,133.39,165.82,26.45,0.3196,0.1023,7.8781,0.4575,171.9712,179.97260865091155,4.9323,-29.1142,2.7068
slice_platform_156_landmarks,1,2,175.44,120.91,124.18,5.1173,1.2392,0.2304,5.3584,0.5197,170.081,179.8528394726015,1.2334,-66.17,0.7458
slice_platform_157_landmarks,1,2,173.0,117.81,125.85,2.6914,1.3256,0.4444,5.8886,1.1601,179.7924,179.3592038482254,1.909,-59.0193,1.1632
slice_platform_255_platform_slice_landmarks,1,2,179.94,120.37,123.07,2.2252,3.0068,0.7311,28.8567,0.3118,171.2995,176.15753378694424,7.5347,-24.0478,2.8432
slice_platform_260_pinpoint_slice_landmarks,0,2,179.97,116.43,128.24,17.7546,0.9275,0.9839,5.898,0.3438,164.331,169.2800155044487,0.8533,-46.631,0.7238
slice_platform_265_pinpoint_slice_landmarks,0,2,179.56,121.16,133.74,19.1137,0.7195,0.8957,5.9164,0.2872,167.2757,169.6295248064736,0.3235,-30.0921,0.7142
slice_platform_268_pinpoint_slice_landmarks,0,2,179.97,120.3,137.95,12.7081,0.7992,0.8887,5.2806,0.2621,172.4036,168.5018662363758,1.3587,-50.7645,0.8335
slice_platform_277_pinpoint_slice_landmarks,0,2,179.94,124.8,140.37,16.016,0.621,0.9984,4.7494,0.3613,172.8326,168.9278527730265,0.4406,-33.8384,0.9972
slice_platform_280_pinpoint_slice_landmarks,0,2,177.85,123.27,132.76,11.4509,0.5797,0.9427,6.1775,0.3696,171.4206,169.42183310944165,1.4881,-49.7599,0.803
slice_platform_300_platform_slice_landmarks,1,2,179.87,134.62,150.12,8.3222,1.04,0.7172,10.5046,1.3006,171.9015,179.77022208824107,4.3201,-29.4948,2.2971
slice_platform_302_platform_slice_landmarks,1,2,178.71,137.11,149.27,5.0101,2.2915,0.757,11.7694,1.282,172.8457,179.98266920383188,4.8022,-30.4936,2.9673
slice_platform_32_landmarks,1,2,179.89,113.54,127.87,2.6769,1.629,0.8342,7.297,0.2708,173.0426,173.5987496522049,3.3865,-18.7622,2.9161
slice_platform_415_platform_slice_landmarks,1,2,153.6,122.75,139.02,3.0306,4.8364,0.8393,6.8502,0.6144,169.2189,170.76554991827547,1.281,-25.2171,1.5781
slice_platform_417_platform_slice_landmarks,1,2,179.54,134.2,152.66,7.5515,1.6765,1.0,11.7726,0.8774,169.5349,179.31346129055933,5.3471,-36.3474,3.9956
slice_platform_421_platform_slice_landmarks,1,2,169.15,124.54,145.82,7.4032,6.0764,0.607,8.1621,0.7777,169.8754,170.18198313091233,1.2812,-26.273,1.9461
slice_platform_424_platform_slice_landmarks,1,2,179.84,124.71,138.69,1.4356,2.1535,0.6938,8.0537,0.519,170.3542,170.99667577501674,1.6592,-25.7431,2.1061
slice_platform_449_platform_slice_landmarks,1,2,179.97,127.02,140.8,8.2477,5.2251,0.7692,13.63,0.7559,170.6764,171.3429950406082,3.0103,-29.3523,3.4409
slice_platform_471_platform_slice_landmarks,1,2,167.57,126.18,133.25,2.9392,3.8745,0.7615,10.6211,1.0688,171.5314,171.12956804936698,1.6674,-22.906,2.3687
slice_platform_480_platform_slice_landmarks,1,2,172.62,125.26,136.83,3.0411,4.506,0.5968,7.7725,0.6358,169.7486,170.64638458467508,1.6335,-28.8138,1.8439
slice_platform_482_platform_slice_landmarks,1,2,154.06,128.65,145.16,8.7054,7.1916,0.7094,6.7442,0.9863,176.6666,171.8087270804156,1.1103,-28.6003,1.6475
slice_platform_484_platform_slice_landmarks,1,2,161.53,126.71,145.28,5.1572,7.9413,0.9951,6.2866,0.9346,175.0534,171.55816653139888,1.0033,-21.9614,1.3145
slice_platform_492_platform_slice_landmarks,1,2,158.62,128.4,147.22,3.1587,3.7381,0.4553,6.751,1.0722,169.4774,170.29549353045383,0.8433,-26.443,1.6308
slice_platform_497_platform_slice_landmarks,1,2,160.35,129.31,158.04,6.4991,3.7693,0.5478,7.1593,0.8396,170.9395,170.72091082637212,1.0277,-33.1438,1.7775
slice_platform_501_platform_slice_landmarks,1,2,148.67,126.6,150.9,4.0424,2.935,0.2542,1.8389,0.7292,175.0765,169.82558728231507,0.3608,-29.138,1.4659
slice_platform_508_platform_slice_landmarks,1,2,155.31,127.2,165.86,10.2952,0.3396,0.5304,5.7127,1.1497,178.2426,170.24549062364443,0.1599,-30.7784,2.8603
slice_platform_50_landmarks,1,2,179.39,131.91,134.54,4.4831,0.2631,0.8979,5.7518,0.8356,169.4443,174.2608426740051,1.483,-10.8489,2.7459
slice_platform_525_platform_slice_landmarks,1,2,179.98,140.19,146.07,11.3493,3.2079,0.9883,6.5555,0.8207,170.3439,176.01335520007987,2.7781,-25.2039,1.8433
slice_platform_533_platform_slice_landmarks,1,2,148.96,127.56,170.29,9.0879,1.2682,0.4358,7.8655,0.7668,171.9473,169.82072881347287,0.8099,-26.7862,1.474
slice_platform_535_platform_slice_landmarks,1,2,179.89,128.68,149.78,9.4833,4.01,0.0658,6.6682,1.1667,169.5446,169.47019914280816,1.1445,-30.9513,2.3382
slice_platform_538_platform_slice_landmarks,1,2,179.99,135.47,139.48,3.2884,2.4559,0.8078,8.1774,0.7814,170.093,178.18484461271854,3.6074,-36.2974,2.5608
slice_platform_53_landmarks,1,2,178.97,129.01,160.97,19.1265,0.1407,0.1471,8.2059,1.1259,168.9258,177.00853733870383,3.1322,-36.0269,2.1644
slice_platform_77_landmarks,1,2,164.73,126.63,138.5,1.7986,2.8344,0.5489,8.4448,1.0551,172.0871,169.45304260453187,3.0144,-30.8618,2.971
slice_platform_82_landmarks,1,2,161.63,128.45,141.59,3.5252,2.1181,0.4736,8.0483,0.6921,162.6849,171.86887661620327,2.4894,72.6841,3.9017
slice_platform_85_landmarks,1,2,179.99,137.06,142.16,7.2953,0.6506,0.6777,4.0673,0.7387,161.8273,168.0686738797033,1.8392,-26.0385,0.1497
slice_platform_87_landmarks,1,2,175.4,136.25,158.5,12.2003,0.3296,0.0972,7.9968,0.1952,161.4303,167.39175367666795,3.9798,-25.965,1.9704
